name,baseline_wer,baseline_cer,baseline_pmr,symspell_wer,symspell_cer,symspell_pmr
498,0.06827309236947791,0.022739018087855296,0.2891566265060241,0.060240963855421686,0.021705426356589147,0.2891566265060241
317,0.2542901716068643,0.18423788729465584,0.0218408736349454,0.26521060842433697,0.18590143480973176,0.0218408736349454
400,0.38161993769470404,0.3716092188456047,0.0,0.3847352024922118,0.3722210891291046,0.0
434,0.017114914425427872,0.018153846153846152,0.9975550122249389,0.017114914425427872,0.018153846153846152,0.9975550122249389
459,0.0975609756097561,0.06301369863013699,0.5853658536585366,0.10975609756097561,0.06438356164383562,0.573170731707317
90,0.04477611940298507,0.04543303360151443,0.014925373134328358,0.04477611940298507,0.04543303360151443,0.014925373134328358
304,0.06140350877192982,0.0310192023633678,0.015350877192982455,0.06140350877192982,0.0310192023633678,0.015350877192982455
59,0.0170316301703163,0.012440758293838863,0.25060827250608275,0.0170316301703163,0.012440758293838863,0.25060827250608275
402,0.08211143695014662,0.040943789035392086,0.002932551319648094,0.0967741935483871,0.04302567661346287,0.002932551319648094
71,1.0051546391752577,0.543033577769201,0.0,1.0051546391752577,0.5445773832497105,0.0
460,0.1222707423580786,0.11271259729028539,0.013100436681222707,0.12445414847161572,0.11300086480253675,0.013100436681222707
80,0.02413793103448276,0.025023169601482854,0.027586206896551724,0.034482758620689655,0.026413345690454126,0.027586206896551724
413,0.05177993527508091,0.02381947346427079,0.009708737864077669,0.08090614886731391,0.027998328458002507,0.009708737864077669
70,0.11409395973154363,0.05536757920639803,0.14988814317673377,0.12080536912751678,0.05629037219317133,0.14988814317673377
457,0.029411764705882353,0.019303399076793955,0.4752475247524752,0.032679738562091505,0.020142677297524128,0.4752475247524752
68,1.0455764075067024,0.5166340508806262,0.0,1.0455764075067024,0.5166340508806262,0.0
83,0.04866180048661801,0.03571428571428571,0.019464720194647202,0.05596107055961071,0.03741496598639456,0.019464720194647202
384,0.07222222222222222,0.028772164603546337,0.008333333333333333,0.07222222222222222,0.028772164603546337,0.008333333333333333
305,0.06614785992217899,0.03475195164945857,0.005836575875486381,0.06809338521400778,0.03500377738604885,0.005836575875486381
389,0.033807829181494664,0.027689514298683614,0.008896797153024912,0.037366548042704624,0.02814344076259646,0.008896797153024912
432,0.018480492813141684,0.0174403005097934,0.15195071868583163,0.02053388090349076,0.017976925140863964,0.15195071868583163
88,0.1037037037037037,0.07135777998017839,0.018518518518518517,0.10740740740740741,0.07185332011892963,0.018518518518518517
458,0.04304635761589404,0.021798365122615803,0.3511705685618729,0.04966887417218543,0.022706630336058128,0.3511705685618729
103,0.05194805194805195,0.038174273858921165,0.003246753246753247,0.06168831168831169,0.03983402489626556,0.003246753246753247
418,0.11469534050179211,0.032907662082514735,0.014336917562724014,0.13261648745519714,0.03536345776031434,0.014336917562724014
53,0.818407960199005,0.3566099671739779,0.015267175572519083,0.7910447761194029,0.3586988958519845,0.015267175572519083
77,0.0694006309148265,0.033732800710164226,0.08832807570977919,0.08517350157728706,0.03817132711939636,0.08832807570977919
86,0.05394190871369295,0.05151354221986192,0.016597510373443983,0.058091286307053944,0.05204460966542751,0.016597510373443983
54,0.01485148514851485,0.01257071024512885,1.0,0.01485148514851485,0.01257071024512885,1.0
507,0.22807017543859648,0.13131313131313133,0.0,0.22807017543859648,0.13131313131313133,0.0
327,0.056179775280898875,0.06553030303030304,0.016853932584269662,0.05898876404494382,0.0659090909090909,0.016853932584269662
187,0.002150537634408602,0.000275027502750275,0.9978494623655914,0.008602150537634409,0.0011001100110011,0.9913978494623656
615,0.13013698630136986,0.042632066728452274,0.1506849315068493,0.1232876712328767,0.04170528266913809,0.1506849315068493
1,0.0711864406779661,0.033340792123517565,0.015254237288135594,0.0711864406779661,0.03356455582904453,0.015254237288135594
295,0.1327683615819209,0.011865524060646011,0.06779661016949153,0.15254237288135594,0.017139090309822018,0.062146892655367235
244,0.0413625304136253,0.011292346298619825,0.31295843520782396,0.043795620437956206,0.01191969887076537,0.3105134474327628
286,0.013513513513513514,0.00101010101010101,0.6027027027027027,0.016216216216216217,0.00202020202020202,0.6
8,0.021505376344086023,0.003288700963119568,0.3064516129032258,0.023297491039426525,0.0037585153864223633,0.3064516129032258
120,0.9721254355400697,0.8755980861244019,0.003484320557491289,0.9721254355400697,0.8751196172248804,0.003484320557491289
5,0.028419182948490232,0.004450691028343875,0.8525754884547069,0.03374777975133215,0.0053876786132583745,0.8472468916518651
586,0.44155844155844154,0.28422876949740034,0.01948051948051948,0.44155844155844154,0.28422876949740034,0.01948051948051948
177,0.043859649122807015,0.006036684467146506,0.05789473684210526,0.03859649122807018,0.005804504295333178,0.05789473684210526
47,0.12244897959183673,0.038549793483249196,0.23809523809523808,0.15306122448979592,0.04910509407985315,0.23129251700680273
471,0.13304721030042918,0.11815068493150685,0.008583690987124463,0.14163090128755365,0.1187214611872146,0.008583690987124463
494,0.023076923076923078,0.012924071082390954,0.0019230769230769232,0.06923076923076923,0.022347872913301023,0.0019230769230769232
658,0.027777777777777776,0.017349397590361446,0.01048951048951049,0.027777777777777776,0.017349397590361446,0.01048951048951049
535,0.3333333333333333,0.2465753424657534,0.041666666666666664,0.3333333333333333,0.2465753424657534,0.041666666666666664
450,0.05307855626326964,0.017930629041740153,0.04103671706263499,0.05732484076433121,0.0188124632569077,0.04103671706263499
